ID,Revenu,Souscription_web,Residence,Anciennete_proprietaire,Anciennete_emploi,Nombre_cartes,Passif_carte,Nombre_prets_accordes
100541,47734,Oui,Logement social,23,6,2,2631,1
100542,44449,Oui,Location,9,16,1,4168,0
100543,55777,Oui,Location,1,11,2,453,0
100544,47422,Oui,Location,11,12,2,2010,1
100545,50302,Oui,Location,20,9,2,455,0
100546,44095,Oui,Location,13,4,1,368,0
100547,45153,Non,Location,2,13,2,804,1
100548,43820,Non,Propriétaire,3,3,2,230,0
100549,43633,Oui,Locataire gratuit,14,16,1,6100,0
100550,43976,Non,Locataire gratuit,18,12,2,745,0
100551,43835,Oui,Propriétaire,3,1,2,1501,1
100552,45621,Oui,Location,1,19,1,1878,0
100553,45849,Non,Location,13,9,2,364,1
100554,43408,Oui,Propriétaire,10,4,2,1106,0
100555,44394,Non,Propriétaire,20,17,1,2041,0
100556,43982,Oui,Propriétaire,13,11,2,1055,0
100557,44936,Oui,Propriétaire,1,22,1,4502,0
100558,57004,Oui,Location,14,31,1,3561,0
100559,52545,Oui,Propriétaire,25,14,1,1125,0
100560,48061,Oui,Location,3,5,2,296,0
100561,50075,Oui,Location,4,18,2,3768,0
100562,43303,Oui,Propriétaire,2,7,2,866,1
100563,45159,Non,Propriétaire,6,12,1,2310,0
100564,48931,Oui,Propriétaire,11,19,2,652,0
100565,44363,Oui,Propriétaire,5,19,1,1609,1
100566,44413,Oui,Location,13,16,2,885,0
100567,49988,Oui,Location,14,21,2,2660,0
100568,45450,Oui,Propriétaire,15,24,1,4217,0
100569,45081,Non,Propriétaire,14,15,2,713,1
100570,47470,Non,Location,9,12,1,2111,0
100571,44272,Oui,Propriétaire,12,20,1,645,1
100572,44460,Oui,Propriétaire,4,16,1,3467,1
100573,43707,Oui,Propriétaire,8,9,1,1131,0
100574,45419,Oui,Propriétaire,1,2,2,231,0
100575,45721,Oui,Propriétaire,3,14,1,294,1
100576,45103,Non,Propriétaire,21,14,1,2327,1
100577,55112,Oui,Autre,10,14,2,4113,1
100578,46823,Oui,Propriétaire,22,2,1,94,1
100579,56590,Oui,Propriétaire,27,8,2,332,0
100580,57683,Oui,Propriétaire,14,24,1,3275,1
100581,55752,Oui,Propriétaire,5,11,2,2048,1
100582,46168,Oui,Location,0,6,1,3762,1
100583,55565,Non,Location,23,0,2,2219,0
100584,50076,Oui,Propriétaire,0,17,1,460,1
100585,45750,Oui,Propriétaire,13,13,1,1930,1
100586,45904,Oui,Propriétaire,22,7,1,60,0
100587,44477,Non,Propriétaire,19,15,1,351,0
100588,45841,Non,Propriétaire,11,12,2,4159,0
100589,44010,Oui,Propriétaire,4,7,2,542,1
100590,44378,Oui,Location,9,18,2,306,0
100591,45246,Non,Location,6,5,1,737,1
100592,45266,Non,Location,3,5,1,6805,0
100593,43362,Oui,Location,15,4,2,434,1
100594,59393,Non,Location,34,18,2,2746,0
100595,56523,Oui,Location,20,10,1,2066,0
100596,55390,Non,Propriétaire,23,3,1,812,0
100597,50445,Oui,Location,10,8,1,237,1
100598,49529,Oui,Location,9,10,1,342,0
100599,47161,Oui,Propriétaire,0,13,2,1096,1
100600,47019,Non,Propriétaire,11,21,1,1138,1
100601,53731,Non,Propriétaire,26,16,2,13160,1
100602,43514,Oui,Location,17,0,2,274,0
100603,52495,Non,Location,18,16,2,2527,1
100604,45537,Oui,Location,22,21,2,2698,1
100605,55215,Oui,Propriétaire,1,6,2,1930,0
100606,44892,Oui,Propriétaire,12,2,2,3337,0
100607,52173,Oui,Location,4,22,2,689,0
100608,49407,Non,Location,23,13,2,1793,0
100609,49415,Oui,Location,17,11,1,150,0
100610,43622,Oui,Location,8,18,1,3828,1
100611,44298,Non,Location,16,19,2,763,0
100612,45463,Oui,Propriétaire,2,23,2,478,1
100613,44705,Oui,Propriétaire,0,8,1,230,0
100614,50621,Non,Propriétaire,24,22,2,1047,0
100615,49600,Oui,Propriétaire,5,9,2,3366,1
100616,48599,Oui,Location,16,25,1,1363,1
100617,43677,Oui,Propriétaire,16,9,1,740,0
100618,45993,Non,Propriétaire,6,7,2,311,0
100619,52887,Oui,Location,10,9,2,1339,0
100620,44671,Oui,Location,16,9,2,3971,1
100621,50199,Oui,Propriétaire,5,12,1,1230,0
100622,54671,Oui,Location,25,28,2,3612,0
100623,53180,Oui,Propriétaire,9,31,2,11860,0
100624,43120,Oui,Locataire gratuit,4,10,1,801,1
100625,44039,Oui,Propriétaire,17,6,2,109,1
100626,43293,Non,Location,16,7,1,2207,1
100627,44534,Non,Propriétaire,9,13,2,805,0
100628,43739,Non,Propriétaire,3,7,1,2247,1
100629,43648,Non,Propriétaire,14,12,1,2496,1
100630,45283,Non,Locataire gratuit,15,3,1,1460,1
100631,59276,Oui,Propriétaire,20,21,2,8000,1
100632,49850,Oui,Propriétaire,5,1,2,1265,1
100633,47568,Oui,Location,5,11,2,2391,1
100634,50833,Oui,Locataire gratuit,21,16,1,760,1
100635,50631,Oui,Propriétaire,26,21,2,2132,0
100636,57520,Oui,Propriétaire,25,19,1,890,0
100637,59179,Oui,Propriétaire,29,5,1,5780,1
100638,59692,Non,Propriétaire,11,3,1,469,0
100639,56470,Oui,Location,31,15,2,390,0
100640,51859,Oui,Location,19,2,2,369,1
100641,54777,Oui,Locataire gratuit,26,17,2,2814,1
100642,44597,Oui,Propriétaire,10,12,2,468,0
100643,44728,Oui,Location,2,7,2,847,0
100644,45584,Non,Location,2,19,1,1256,0
100645,44582,Non,Propriétaire,1,13,1,1581,1
100646,44270,Oui,Propriétaire,3,22,2,962,1
100647,45549,Non,Propriétaire,2,21,1,5791,0
100648,45712,Oui,Propriétaire,14,15,2,2216,0
100649,45654,Oui,Location,6,18,2,5471,0
100650,44898,Non,Propriétaire,4,22,1,527,0
100651,48414,Non,Location,9,0,2,232,0
100652,53307,Oui,Propriétaire,8,27,2,1984,1
100653,58878,Non,Location,18,9,1,1680,0
100654,43977,Oui,Locataire gratuit,14,12,1,4763,1
100655,51561,Non,Locataire gratuit,17,5,2,3010,0
100656,58785,Non,Location,31,16,2,1111,0
100657,55140,Non,Propriétaire,20,13,2,5095,0
100658,46501,Oui,Location,5,5,2,327,1
100659,70000,Oui,Location,12,25,1,12164,0
100660,45368,Non,Propriétaire,4,2,2,711,1
100661,43651,Oui,Location,4,11,2,527,1
100662,71000,Oui,Location,24,10,1,563,1
100663,72000,Non,Location,21,0,1,83,1
100664,73000,Oui,Location,1,6,1,104,0
100665,74000,Oui,Location,9,4,2,1038,1
100666,45217,Non,Propriétaire,17,8,2,445,1
100667,45240,Non,Location,12,5,2,1320,1
100668,75000,Oui,Location,12,9,1,1192,1
100669,76000,Oui,Location,18,10,1,2518,0
100670,45390,Oui,Propriétaire,3,2,2,154,0
100671,77000,Non,Location,12,5,2,608,1
100672,57598,Oui,Locataire gratuit,25,16,1,2171,1
100673,78000,Non,Location,5,2,1,382,0
100674,57623,Oui,Propriétaire,1,10,1,4133,1
100675,79000,Non,Location,0,10,1,679,1
100676,80000,Oui,Location,23,22,1,3450,0
100677,49789,Oui,Propriétaire,2,4,2,44,0
100678,81000,Oui,Location,12,7,2,1358,1
100679,82000,Non,Location,2,3,1,461,1
100680,44005,Oui,Propriétaire,16,8,2,25,1
100681,83000,Oui,Location,15,19,2,7995,1
100682,43185,Non,Propriétaire,0,8,1,20,0
100683,84000,Oui,Locataire gratuit,11,17,1,2134,1
100684,85000,Oui,Propriétaire,13,3,2,341,1
100685,45194,Non,Propriétaire,15,10,2,1678,1
100686,43876,Oui,Propriétaire,13,0,2,98,1
100687,86000,Oui,Propriétaire,20,16,2,1299,1
100688,87000,Non,Locataire gratuit,11,23,1,544,1
100689,88000,Oui,Propriétaire,0,17,2,2031,1
100690,53660,Oui,Propriétaire,23,17,1,380,1
100691,59944,Oui,Propriétaire,20,11,2,3894,0
100692,54451,Oui,Propriétaire,14,30,1,3312,1
100693,89000,Non,Autre,11,7,1,1562,1
100694,90000,Non,Autre,8,15,1,2003,0
100695,43794,Oui,Propriétaire,9,6,2,1430,0
100696,91000,Non,Location,15,1,1,1147,0
100697,45452,Oui,Propriétaire,12,24,1,5490,1
100698,44787,Oui,Propriétaire,9,4,2,982,0
100699,51498,Oui,Propriétaire,26,9,1,589,1
100700,92000,Oui,Location,21,27,2,684,1
100701,93000,Oui,Location,15,3,1,88,1
100702,52772,Oui,Propriétaire,23,9,2,1348,1
100703,58529,Oui,Propriétaire,0,9,1,1108,0
100704,53983,Oui,Propriétaire,1,9,2,2117,0
100705,94000,Oui,Location,9,20,2,3195,1
100706,95000,Non,Location,2,20,1,452,0
100707,96000,Non,Location,9,22,1,823,1
100708,43823,Non,Propriétaire,14,1,2,2245,1
100709,43151,Non,Propriétaire,6,9,1,681,1
100710,97000,Oui,Location,5,5,1,1250,0
100711,44230,Oui,Propriétaire,9,22,2,3106,0
100712,98000,Oui,Location,5,23,1,466,0
100713,99000,Oui,Location,21,17,2,490,1
100714,53842,Oui,Propriétaire,25,13,2,3115,0
100715,58381,Oui,Location,16,12,1,829,0
100716,51385,Oui,Propriétaire,14,10,1,777,0
100717,100000,Oui,Location,1,14,2,1001,1
100718,49866,Non,Propriétaire,10,24,1,2493,0
100719,48607,Oui,Propriétaire,19,23,2,985,1
100720,43593,Oui,Propriétaire,13,0,1,2315,0
100721,44202,Oui,Propriétaire,8,0,2,748,0
100722,45715,Oui,Propriétaire,8,14,2,772,1
100723,44974,Oui,Locataire gratuit,14,18,2,2772,0
100724,52725,Oui,Location,26,9,2,12,0
100725,101000,Oui,Locataire gratuit,17,5,2,1171,0
100726,43650,Oui,Locataire gratuit,8,12,1,267,0
100727,102000,Non,Propriétaire,16,15,2,116,0
100728,51383,Non,Propriétaire,19,12,2,1119,1
100729,103000,Oui,Logement social,0,15,2,397,0
100730,104000,Oui,Location,19,8,1,732,0
100731,105000,Oui,Propriétaire,8,0,2,888,1
100732,106000,Non,Propriétaire,10,13,1,59,0
100733,55554,Oui,Locataire gratuit,27,0,1,708,0
100734,43908,Non,Locataire gratuit,18,15,1,4242,0
100735,107000,Oui,Propriétaire,25,16,2,1555,1
100736,108000,Oui,Propriétaire,13,5,2,375,0
100737,44193,Oui,Locataire gratuit,18,3,1,260,0
100738,45115,Oui,Location,11,13,2,5189,1
100739,58505,Oui,Propriétaire,11,9,2,668,0
100740,109000,Non,Locataire gratuit,19,0,1,25,1
100741,49008,Oui,Location,10,16,2,216,0
100742,54013,Oui,Location,9,4,1,996,0
100743,110000,Oui,Propriétaire,19,6,2,1655,1
100744,54603,Non,Propriétaire,8,30,2,1562,1
100745,48511,Non,Propriétaire,21,25,1,793,0
100746,111000,Oui,Propriétaire,7,6,1,495,1
100747,44997,Non,Locataire gratuit,6,18,1,1238,1
100748,112000,Non,Location,4,10,2,154,1
100749,43482,Oui,Propriétaire,4,1,1,361,1
100750,43989,Oui,Propriétaire,8,10,1,30,1
100751,56891,Non,Propriétaire,26,1,1,1543,1
100752,113000,Oui,Location,17,13,1,6156,0
100753,114000,Oui,Location,1,15,1,1844,1
100754,115000,Oui,Location,14,15,2,1292,1
100755,56486,Oui,Propriétaire,5,11,1,696,1
100756,49007,Non,Autre,14,18,1,13360,0
100757,116000,Oui,Location,16,15,1,860,1
100758,44202,Non,Propriétaire,1,23,2,2611,0
100759,43890,Oui,Propriétaire,19,18,2,505,1
100760,53201,Non,Propriétaire,18,29,1,17134,0
100761,54673,Oui,Propriétaire,15,22,2,3086,1
100762,117000,Non,Location,25,19,1,331,1
100763,118000,Oui,Location,21,8,2,71,1
100764,47026,Non,Location,23,18,2,1368,0
100765,46645,Non,Propriétaire,19,4,1,884,0
100766,45970,Non,Propriétaire,11,7,1,579,0
100767,119000,Non,Location,17,7,1,3865,0
100768,45659,Oui,Locataire gratuit,12,17,1,9466,1
100769,43761,Non,Propriétaire,10,6,1,1418,0
100770,46785,Oui,Location,14,4,1,1227,1
100771,120000,Oui,Propriétaire,21,26,1,3819,0
100772,121000,Non,Propriétaire,11,3,2,1169,0
100773,47734,Oui,Logement social,23,6,2,2631,1
100774,122000,Oui,Location,1,11,2,453,0
100775,44095,Oui,Location,13,4,1,368,0
100776,123000,Non,Propriétaire,2,13,2,804,1
100777,124000,Oui,Propriétaire,1,19,1,1878,0
100778,43408,Oui,Propriétaire,10,4,2,1106,0
100779,57004,Oui,Location,14,31,1,3561,0
100780,45159,Non,Propriétaire,6,12,1,2310,0
100781,48931,Oui,Propriétaire,11,19,2,652,0
100782,45081,Non,Propriétaire,14,15,2,713,1
100783,125000,Oui,Propriétaire,4,16,1,3467,1
100784,43707,Oui,Propriétaire,8,9,1,1131,0
100785,45721,Oui,Autre,3,14,1,294,1
100786,126000,Non,Propriétaire,23,0,2,2219,0
100787,45750,Oui,Locataire gratuit,13,13,1,1930,1
100788,44477,Non,Location,19,15,1,351,0
100789,127000,Non,Location,3,5,1,6805,0
100790,55390,Non,Autre,23,3,1,812,0
100791,128000,Oui,Location,10,8,1,237,1
100792,129000,Oui,Location,17,0,2,274,0
100793,130000,Non,Location,18,16,2,2527,1
100794,45537,Oui,Location,22,21,2,2698,1
100795,44892,Oui,Location,12,2,2,3337,0
100796,43677,Oui,Logement social,16,9,1,740,0
100797,52887,Oui,Location,10,9,2,1339,0
100798,44671,Oui,Location,16,9,2,3971,1
100799,44039,Oui,Location,17,6,2,109,1
100800,49850,Oui,Autre,5,1,2,1265,1
100801,50631,Oui,Location,26,21,2,2132,0
100802,56470,Oui,Location,31,15,2,390,0
100803,54777,Oui,Locataire gratuit,26,17,2,2814,1
100804,44597,Oui,Propriétaire,10,12,2,468,0
100805,44270,Oui,Propriétaire,3,22,2,962,1
100806,45712,Oui,Propriétaire,14,15,2,2216,0
100807,53307,Oui,Propriétaire,8,27,2,1984,1
100808,43977,Oui,Locataire gratuit,14,12,1,4763,1
100809,58785,Non,Location,31,16,2,1111,0
100810,55140,Non,Propriétaire,20,13,2,5095,0
100811,46501,Oui,Location,5,5,2,327,1
100812,45368,Non,Propriétaire,4,2,2,711,1
100813,43651,Oui,Location,4,11,2,527,1
100814,46119,Oui,Location,1,6,1,104,0
100815,45217,Non,Propriétaire,17,8,2,445,1
100816,44682,Oui,Location,12,9,1,1192,1
100817,45390,Oui,Propriétaire,3,2,2,154,0
100818,57388,Oui,Location,23,22,1,3450,0
100819,49789,Oui,Propriétaire,2,4,2,44,0
100820,47623,Oui,Propriétaire,12,7,2,1358,1
100821,44306,Oui,Propriétaire,15,19,2,7995,1
100822,43185,Non,Autre,0,8,1,20,0
100823,45194,Non,Propriétaire,15,10,2,1678,1
100824,43876,Oui,Location,13,0,2,98,1
100825,53550,Non,Locataire gratuit,11,23,1,544,1
100826,50816,Oui,Propriétaire,0,17,2,2031,1
100827,59944,Oui,Propriétaire,20,11,2,3894,0
100828,54451,Oui,Location,14,30,1,3312,1
100829,43794,Oui,Location,9,6,2,1430,0
100830,45452,Oui,Location,12,24,1,5490,1
100831,44787,Oui,Location,9,4,2,982,0
100832,53983,Oui,Location,1,9,2,2117,0
100833,44261,Non,Propriétaire,9,22,1,823,1
100834,43151,Non,Location,6,9,1,681,1
100835,50552,Oui,Propriétaire,5,23,1,466,0
100836,51385,Oui,Location,14,10,1,777,0
100837,47111,Oui,Location,1,14,2,1001,1
100838,48607,Oui,Location,19,23,2,985,1
100839,43593,Oui,Propriétaire,13,0,1,2315,0
100840,45706,Oui,Location,17,16,2,373,1
100841,44756,Oui,Propriétaire,19,6,1,2117,1
100842,44202,Oui,Propriétaire,8,0,2,748,0
100843,45715,Oui,Propriétaire,8,14,2,772,1
100844,43800,Oui,Propriétaire,0,4,2,725,0
100845,45049,Oui,Propriétaire,6,16,2,1345,1
100846,44974,Oui,Propriétaire,14,18,2,2772,0
100847,44956,Non,Location,21,21,2,806,1
100848,56087,Non,Propriétaire,27,18,1,4818,1
100849,48336,Non,Location,16,2,2,1227,0
100850,55642,Oui,Propriétaire,4,22,2,240,0
100851,52725,Oui,Propriétaire,26,9,2,12,0
100852,43795,Oui,Location,17,5,2,1171,0
100853,43650,Oui,Propriétaire,8,12,1,267,0
100854,43972,Oui,Location,0,13,1,340,1
100855,43330,Oui,Propriétaire,9,6,1,25,1
100856,59193,Oui,Propriétaire,26,0,2,2295,1
100857,44483,Non,Location,16,15,2,116,0
100858,43185,Oui,Propriétaire,1,9,2,1646,0
100859,50295,Non,Propriétaire,3,12,1,298,0
100860,46955,Non,Location,16,1,2,201,1
100861,51383,Non,Propriétaire,19,12,2,1119,1
100862,52540,Oui,Location,0,15,2,397,0
100863,55897,Non,Propriétaire,13,2,2,315,0
100864,44781,Oui,Propriétaire,15,4,1,331,0
100865,45217,Oui,Location,19,8,1,732,0
100866,44895,Oui,Location,8,0,2,888,1
100867,45209,Oui,Location,4,9,2,658,0
100868,45813,Non,Location,10,13,1,59,0
100869,43202,Oui,Propriétaire,17,7,1,1412,1
100870,45687,Oui,Propriétaire,22,16,2,1064,1
100871,49745,Non,Propriétaire,24,6,1,518,1
100872,53552,Oui,Location,19,22,2,1255,1
100873,52118,Oui,Location,17,22,2,2771,1
100874,55554,Oui,Propriétaire,27,0,1,708,0
100875,54792,Oui,Location,22,17,1,1223,0
100876,52973,Non,Location,13,3,1,2535,0
100877,52961,Oui,Location,17,4,1,1853,1
100878,43908,Non,Propriétaire,18,15,1,4242,0
100879,57718,Oui,Propriétaire,25,16,2,1555,1
100880,44052,Oui,Propriétaire,13,5,2,375,0
100881,44613,Non,Locataire gratuit,17,11,2,2134,0
100882,44193,Oui,Propriétaire,18,3,1,260,0
100883,45115,Oui,Propriétaire,11,13,2,5189,1
100884,43645,Oui,Propriétaire,5,13,2,502,0
100885,43474,Oui,Propriétaire,17,1,1,270,1
100886,43322,Oui,Propriétaire,15,6,2,218,1
100887,49678,Oui,Propriétaire,11,8,2,564,0
100888,56849,Oui,Propriétaire,4,4,1,117,1
100889,50808,Non,Location,19,18,2,457,0
100890,58505,Oui,Propriétaire,11,9,2,668,0
100891,51945,Non,Locataire gratuit,19,0,1,25,1
100892,49075,Non,Propriétaire,7,16,2,133,0
100893,56087,Oui,Location,14,16,2,1386,1
100894,53115,Oui,Propriétaire,12,1,2,674,0
100895,49008,Oui,Location,10,16,2,216,0
100896,54013,Oui,Location,9,4,1,996,0
100897,53195,Non,Propriétaire,8,31,2,7757,1
100898,52896,Oui,Propriétaire,19,6,2,1655,1
100899,54603,Non,Propriétaire,8,30,2,1562,1
100900,48511,Non,Propriétaire,21,25,1,793,0
100901,59036,Oui,Propriétaire,7,6,1,495,1
100902,53559,Oui,Propriétaire,7,19,2,2646,0
100903,44997,Non,Locataire gratuit,6,18,1,1238,1
100904,44442,Oui,Location,12,16,1,578,0
100905,44187,Oui,Propriétaire,19,3,1,693,0
100906,44617,Non,Location,4,10,2,154,1
100907,44684,Oui,Propriétaire,6,9,1,194,1
100908,44831,Oui,Location,15,2,1,1597,1
100909,43482,Oui,Propriétaire,4,1,1,361,1
100910,43989,Oui,Propriétaire,8,10,1,30,1
100911,43957,Non,Propriétaire,18,13,2,286,1
100912,47833,Oui,Propriétaire,9,6,1,854,0
100913,56891,Non,Propriétaire,26,1,1,1543,1
100914,58026,Oui,Location,17,13,1,6156,0
100915,53791,Oui,Location,1,15,1,1844,1
100916,59463,Non,Propriétaire,2,9,2,1298,1
100917,44159,Oui,Location,6,4,1,1110,0
100918,59508,Oui,Propriétaire,2,19,1,3671,1
100919,51219,Oui,Location,14,15,2,1292,1
100920,56486,Oui,Propriétaire,5,11,1,696,1
100921,47623,Non,Propriétaire,23,7,1,784,1
100922,49007,Non,Propriétaire,14,18,1,13360,0
100923,43895,Oui,Propriétaire,7,18,1,446,1
100924,55497,Oui,Location,7,3,1,637,1
100925,45066,Oui,Location,16,15,1,860,1
100926,44202,Non,Propriétaire,1,23,2,2611,0
100927,45518,Oui,Propriétaire,17,22,1,8231,1
100928,43890,Oui,Propriétaire,19,18,2,505,1
100929,44772,Oui,Propriétaire,9,6,1,469,0
100930,44271,Oui,Location,17,20,1,284,1
100931,43874,Non,Location,18,0,2,1320,1
100932,43888,Oui,Location,16,21,1,3820,1
100933,44194,Oui,Location,16,2,2,1007,1
100934,53201,Non,Propriétaire,18,29,1,17134,0
100935,45238,Oui,Location,9,6,2,326,1
100936,54673,Oui,Propriétaire,15,22,2,3086,1
100937,46949,Oui,Propriétaire,0,2,2,1634,1
100938,57689,Non,Location,25,19,1,331,1
100939,45869,Oui,Location,21,8,2,71,1
100940,43799,Oui,Propriétaire,11,4,1,145,0
100941,47026,Non,Propriétaire,23,18,2,1368,0
100942,46645,Non,Propriétaire,19,4,1,884,0
100943,44048,Non,Propriétaire,0,6,1,222,0
100944,45970,Non,Propriétaire,11,7,1,579,0
100945,45949,Non,Location,17,7,1,3865,0
100946,45659,Oui,Propriétaire,12,17,1,9466,1
100947,43750,Non,Propriétaire,13,6,1,988,1
100948,44318,Oui,Propriétaire,8,19,1,2096,0
100949,43761,Non,Propriétaire,10,6,1,1418,0
100950,45673,Oui,Propriétaire,22,16,1,359,0
100951,54938,Non,Propriétaire,5,15,2,268,0
100952,49409,Oui,Propriétaire,11,12,2,107,1
100953,54021,Oui,Location,2,4,1,101,1
100954,48084,Oui,Location,10,3,2,555,1
100955,50799,Oui,Location,22,19,2,1919,0
100956,46785,Oui,Location,14,4,1,1227,1
100957,53365,Oui,Location,21,26,1,3819,0
100958,50515,Non,Location,3,5,1,1642,1
100959,55421,Non,Location,11,3,2,1169,0
100960,47734,Oui,Logement social,23,6,2,2631,1
100961,44449,Oui,Location,9,16,1,4168,0
100962,55777,Oui,Location,1,11,2,453,0
100963,47422,Oui,Location,11,12,2,2010,1
100964,50302,Oui,Location,20,9,2,455,0
100965,44095,Oui,Location,13,4,1,368,0
100966,45153,Non,Location,2,13,2,804,1
100967,43820,Non,Propriétaire,3,3,2,230,0
100968,43633,Oui,Locataire gratuit,14,16,1,6100,0
100969,43976,Non,Locataire gratuit,18,12,2,745,0
100970,43835,Oui,Propriétaire,3,1,2,1501,1
100971,45621,Oui,Location,1,19,1,1878,0
100972,45849,Non,Location,13,9,2,364,1
100973,43408,Oui,Propriétaire,10,4,2,1106,0
100974,44394,Non,Propriétaire,20,17,1,2041,0
100975,43982,Oui,Propriétaire,13,11,2,1055,0
100976,44936,Oui,Propriétaire,1,22,1,4502,0
100977,57004,Oui,Location,14,31,1,3561,0
100978,52545,Oui,Propriétaire,25,14,1,1125,0
100979,48061,Oui,Location,3,5,2,296,0
100980,50075,Oui,Location,4,18,2,3768,0
100981,43303,Oui,Propriétaire,2,7,2,866,1
100982,45159,Non,Propriétaire,6,12,1,2310,0
100983,48931,Oui,Propriétaire,11,19,2,652,0
100984,44363,Oui,Propriétaire,5,19,1,1609,1
100985,44413,Oui,Location,13,16,2,885,0
100986,49988,Oui,Location,14,21,2,2660,0
100987,45450,Oui,Propriétaire,15,24,1,4217,0
100988,45081,Non,Propriétaire,14,15,2,713,1
100989,47470,Non,Location,9,12,1,2111,0
100990,44272,Oui,Propriétaire,12,20,1,645,1
100991,44460,Oui,Propriétaire,4,16,1,3467,1
100992,43707,Oui,Propriétaire,8,9,1,1131,0
100993,45419,Oui,Propriétaire,1,2,2,231,0
100994,45721,Oui,Propriétaire,3,14,1,294,1
100995,45103,Non,Propriétaire,21,14,1,2327,1
100996,55112,Oui,Autre,10,14,2,4113,1
100997,46823,Oui,Propriétaire,22,2,1,94,1
100998,56590,Oui,Propriétaire,27,8,2,332,0
100999,57683,Oui,Propriétaire,14,24,1,3275,1
101000,55752,Oui,Propriétaire,5,11,2,2048,1
101001,46168,Oui,Location,0,6,1,3762,1
101002,55565,Non,Location,23,0,2,2219,0
101003,50076,Oui,Propriétaire,0,17,1,460,1
101004,45750,Oui,Propriétaire,13,13,1,1930,1
101005,45904,Oui,Propriétaire,22,7,1,60,0
101006,44477,Non,Propriétaire,19,15,1,351,0
101007,45841,Non,Propriétaire,11,12,2,4159,0
101008,44010,Oui,Propriétaire,4,7,2,542,1
101009,44378,Oui,Location,9,18,2,306,0
101010,45246,Non,Location,6,5,1,737,1
101011,45266,Non,Location,3,5,1,6805,0
101012,43362,Oui,Location,15,4,2,434,1
101013,59393,Non,Location,34,18,2,2746,0
101014,56523,Oui,Location,20,10,1,2066,0
101015,55390,Non,Propriétaire,23,3,1,812,0
101016,50445,Oui,Location,10,8,1,237,1
101017,49529,Oui,Location,9,10,1,342,0
101018,47161,Oui,Propriétaire,0,13,2,1096,1
101019,47019,Non,Propriétaire,11,21,1,1138,1
101020,53731,Non,Propriétaire,26,16,2,13160,1
101021,43514,Oui,Location,17,0,2,274,0
101022,52495,Non,Location,18,16,2,2527,1
101023,45537,Oui,Location,22,21,2,2698,1
101024,55215,Oui,Propriétaire,1,6,2,1930,0
