ID,Montant_du_pret,Prix_de_Vente,Localisation
101267,89100,95000,101
101268,37050,575000,120
101269,59250,349900,130
101270,44150,98000,100
101271,112850,153000,100
101272,78000,355000,100
101273,74100,525000,100
101274,96300,355000,100
101275,73500,525000,100
101276,75350,245000,130
101277,81250,235000,100
101278,61400,950000,110
101279,33800,210000,120
101280,79550,222500,101
101281,82500,215000,120
101282,96900,240000,120
101283,101650,150000,100
101284,58600,240000,120
101285,89150,310000,100
101286,114200,185000,101
101287,73850,103000,101
101288,89250,650000,101
101289,84650,349000,100
101290,59150,170000,120
101291,44300,159900,100
101292,83900,165000,100
101293,86150,235000,100
101294,69150,254500,130
101295,93650,420000,111
101296,119500,125000,130
101297,79150,190000,100
101298,62850,155000,130
101299,93050,235000,100
101300,42150,500000,130
101301,66050,284500,120
101302,169350,164000,101
101303,46000,875000,100
101304,53150,125000,100
101305,69400,325000,100
101306,71950,275000,100
101307,57250,117000,100
101308,77750,125000,101
101309,53700,150000,100
101310,74800,290000,110
101311,49000,149900,101
101312,91000,273500,120
101313,104550,309534,110
101314,109100,145000,130
101315,111050,156000,100
101316,136450,600000,100
101317,89750,260000,110
101318,77600,150000,100
101319,95500,260000,120
101320,89150,193000,101
101321,101050,537500,100
101322,80700,176000,100
101323,76000,300000,100
101324,93100,185000,100
101325,9250,275000,100
101326,39650,1290000,110
101327,87900,161000,100
101328,83750,499250,100
101329,58050,410000,101
101330,78100,350000,110
101331,129200,200000,130
101332,55450,570000,100
101333,159050,153000,100
101334,118550,173900,100
101335,47650,222000,100
101336,77350,210000,100
101337,105950,135000,130
101338,70050,165000,111
101339,42400,110000,100
101340,86300,290000,100
101341,243750,200000,100
101342,90850,400000,110
101343,89800,229500,100
101344,66050,255000,100
101345,129150,162000,101
101346,164850,260000,130
101347,69600,348500,100
101348,79500,1060000,101
101349,61850,200000,130
101350,102950,258000,100
101351,72400,220000,100
101352,85500,565000,120
101353,162750,197307,100
101354,55150,160000,120
101355,118750,180000,100
101356,97200,300000,110
101357,99150,315000,100
101358,92400,325000,100
101359,88100,220000,100
101360,69550,145000,130
101361,60450,475000,110
101362,101550,299000,101
101363,92800,132000,100
101364,130100,149000,100
101365,170500,340000,100
101366,70600,443000,100
101367,92400,150876,100
101368,112450,192500,100
101369,66700,185000,100
101370,82250,235000,130
101371,97450,190000,130
101372,122300,355000,100
101373,105000,265000,100
101374,60200,185000,111
101375,65100,300000,100
101376,102500,230000,100
101377,127250,106300,130
101378,107150,245000,130
101379,143550,150000,100
101380,84500,258000,100
101381,62150,285000,100
101382,123150,330000,100
101383,104900,535000,100
101384,87300,285000,100
101385,89000,146000,130
101386,120950,395000,110
101387,73300,650000,110
101388,51450,350000,100
101389,122200,144000,100
101390,92600,195000,100
101391,122100,195000,100
101392,106050,182500,130
101393,101000,287500,100
101394,94050,500000,110
101395,110150,360000,110
101396,67200,121000,100
101397,80600,147000,100
101398,96800,190500,100
101399,60950,150000,110
101400,102200,75000,100
101401,120650,190000,100
101402,77950,190000,100
101403,73250,250000,110
101404,46650,165000,100
101405,96450,210000,100
101406,80400,270000,100
101407,84300,140000,110
101408,92550,104000,130
101409,100950,170000,100
101410,92900,192000,100
101411,93650,125000,100
101412,92000,131500,100
101413,79250,245000,100
101414,55750,185000,100
101415,145100,265000,100
101416,65750,281915,100
101417,66050,265000,100
101418,101850,281915,100
101419,66850,565000,100
101420,125200,385000,120
101421,118850,440000,110
101422,93850,675000,130
101423,113550,209000,101
101424,48500,110000,110
101425,82900,220000,130
101426,133500,350000,100
101427,101800,235000,100
101428,74450,582000,120
101429,53000,175000,130
101430,213600,550000,100
101431,43200,650000,391
101432,68450,400000,100
101433,93400,157500,131
101434,71800,231000,130
101435,93100,250000,120
101436,79950,345000,110
101437,48550,365000,110
101438,86450,345000,110
101439,179850,365000,110
101440,34250,250000,130
101441,103750,195000,100
101442,88850,1000000,110
101443,98200,905000,110
101444,111950,175000,110
101445,97200,140000,100
101446,89500,180000,100
101447,64850,180000,101
101448,56250,180000,100
101449,84100,170000,120
101450,133500,215000,100
101451,57200,275000,111
101452,99400,350000,120
101453,90650,330000,100
101454,93850,447000,100
101455,109150,190000,100
101456,86700,199000,100
101457,85600,185000,130
101458,120500,270000,130
101459,100700,199000,100
101460,86100,250000,120
101461,163350,335000,100
101462,62200,215000,100
101463,65900,235000,120
101464,84500,260000,100
101465,87750,200000,130
101466,102750,285000,100
101467,60950,219000,100
101468,130750,167000,100
101469,82650,285000,100
101470,45350,455000,100
101471,129650,285000,100
101472,115850,270000,100
101473,31100,299500,100
101474,119500,430000,121
101475,118850,220000,111
101476,101000,190000,100
101477,70550,240000,110
101478,52900,360000,110
101479,108950,260000,100
101480,86300,135000,100
101481,115800,237500,110
101482,41500,474000,110
101483,104100,238000,101
101484,78450,200000,111
101485,133250,155500,100
101486,89100,215000,100
101487,69150,282000,130
101488,102700,288500,100
101489,92400,250000,110
101490,94750,130000,100
101491,61650,260000,100
101492,111450,330000,120
101493,166300,359850,100
101494,74150,275000,130
101495,85400,545000,100
101496,90700,325000,100
101497,147950,545000,100
101498,103400,325000,100
101499,60900,265000,100
101500,44550,250000,100
101501,40700,498500,100
101502,114700,145000,100
101503,90100,280000,110
101504,114550,315000,120
101505,58400,368000,101
101506,73200,475000,110
101507,125000,325000,100
101508,117100,242500,110
101509,117200,200000,120
101510,51400,207000,100
101511,110900,105000,101
101512,109950,105000,101
101513,104200,105000,101
101514,53650,105000,101
101515,93400,200000,100
101516,73650,275000,130
101517,76650,305000,130
101518,69200,179000,130
101519,132200,275000,130
101520,94200,305000,130
101521,92850,370000,110
101522,40650,290000,130
101523,129150,273000,120
101524,53300,252500,100
101525,87500,290000,100
101526,72600,250000,120
101527,80750,300000,130
101528,79450,378000,100
101529,98800,750000,110
101530,94400,150000,100
101531,94900,260000,100
101532,109150,390000,100
101533,90200,143000,101
101534,75900,215000,100
101535,100400,328000,100
101536,81750,295000,100
101537,101500,295000,100
101538,98450,540000,110
101539,71500,140000,101
101540,83400,285000,100
101541,117750,275000,100
101542,95850,319000,100
101543,108250,211000,130
101544,76100,410000,100
101545,80100,323600,100
101546,97950,175000,130
101547,72900,320000,110
101548,105900,275000,100
101549,5400,350000,100
101550,68800,380000,110
101551,28250,425000,100
101552,61500,625000,100
101553,117500,455000,100
101554,74300,260000,101
101555,105100,425000,110
101556,93400,2095000,101
101557,44150,170000,100
101558,128200,180000,130
101559,104550,170000,100
101560,129850,137000,100
101561,95150,264000,130
101562,44150,98000,100
101563,112850,153000,100
101564,78000,355000,100
101565,75350,245000,130
101566,79550,222500,101
101567,82500,215000,120
101568,58600,240000,120
101569,89150,310000,100
101570,73850,103000,101
101571,86150,235000,100
101572,79150,190000,100
101573,62850,155000,130
101574,93050,235000,100
101575,66050,284500,120
101576,169350,164000,101
101577,53700,150000,100
101578,74800,290000,110
101579,109100,145000,130
101580,111050,156000,100
101581,89750,260000,110
101582,77600,150000,100
101583,95500,260000,120
101584,89150,193000,101
101585,80700,176000,100
101586,9250,275000,100
101587,83750,499250,100
101588,58050,410000,101
101589,55450,570000,100
101590,159050,153000,100
101591,118550,173900,100
101592,70050,165000,111
101593,42400,110000,100
101594,243750,200000,100
101595,66050,255000,100
101596,129150,162000,101
101597,69600,348500,100
101598,162750,197307,100
101599,118750,180000,100
101600,99150,315000,100
101601,92400,325000,100
101602,69550,145000,130
101603,60450,475000,110
101604,92800,132000,100
101605,130100,149000,100
101606,170500,340000,100
101607,112450,192500,100
101608,65100,300000,100
101609,102500,230000,100
101610,107150,245000,130
101611,143550,150000,100
101612,62150,285000,100
101613,87300,285000,100
101614,89000,146000,130
101615,92600,195000,100
101616,106050,182500,130
101617,67200,121000,100
101618,120650,190000,100
101619,77950,190000,100
101620,84300,140000,110
101621,92900,192000,100
101622,93650,125000,100
101623,79250,245000,100
101624,118850,440000,110
101625,113550,209000,101
101626,82900,220000,130
101627,213600,550000,100
101628,71800,231000,130
101629,93100,250000,120
101630,34250,250000,130
101631,103750,195000,100
101632,88850,1000000,110
101633,111950,175000,110
101634,109150,190000,100
101635,85600,185000,130
101636,120500,270000,130
101637,65900,235000,120
101638,45350,455000,100
101639,31100,299500,100
101640,70550,240000,110
101641,108950,260000,100
101642,86300,135000,100
101643,78450,200000,111
101644,89100,215000,100
101645,94750,130000,100
101646,111450,330000,120
101647,74150,275000,130
101648,85400,545000,100
101649,90700,325000,100
101650,103400,325000,100
101651,60900,265000,100
101652,114700,145000,100
101653,114550,315000,120
101654,73200,475000,110
101655,117100,242500,110
101656,53650,105000,101
101657,93400,200000,100
101658,73650,275000,130
101659,132200,275000,130
101660,94200,305000,130
101661,129150,273000,120
101662,53300,252500,100
101663,72600,250000,120
101664,80750,300000,130
101665,98800,750000,110
101666,94400,150000,100
101667,90200,143000,101
101668,100400,328000,100
101669,81750,295000,100
101670,95850,319000,100
101671,80100,323600,100
101672,72900,320000,110
101673,68800,380000,110
101674,74300,260000,101
101675,105100,425000,110
101676,44150,170000,100
101677,128200,180000,130
101678,72750,145000,100
101679,107600,145000,110
101680,104550,170000,100
101681,129850,137000,100
101682,73400,259000,100
101683,90850,280000,110
101684,95150,264000,130
101685,81500,170000,100
101686,89100,95000,101
101687,37050,575000,120
101688,59250,349900,130
101689,44150,98000,100
101690,112850,153000,100
101691,78000,355000,100
101692,74100,525000,100
101693,96300,355000,100
101694,73500,525000,100
101695,75350,245000,130
101696,81250,235000,100
101697,61400,950000,110
101698,33800,210000,120
101699,79550,222500,101
101700,82500,215000,120
101701,96900,240000,120
101702,101650,150000,100
101703,58600,240000,120
101704,89150,310000,100
101705,114200,185000,101
101706,73850,103000,101
101707,89250,650000,101
101708,84650,349000,100
101709,59150,170000,120
101710,44300,159900,100
101711,83900,165000,100
101712,86150,235000,100
101713,69150,254500,130
101714,93650,420000,111
101715,119500,125000,130
101716,79150,190000,100
101717,62850,155000,130
101718,93050,235000,100
101719,42150,500000,130
101720,66050,284500,120
101721,169350,164000,101
101722,46000,875000,100
101723,53150,125000,100
101724,69400,325000,100
101725,71950,275000,100
101726,57250,117000,100
101727,77750,125000,101
101728,53700,150000,100
101729,74800,290000,110
101730,49000,149900,101
101731,91000,273500,120
101732,104550,309534,110
101733,109100,145000,130
101734,111050,156000,100
101735,136450,600000,100
101736,89750,260000,110
101737,77600,150000,100
101738,95500,260000,120
101739,89150,193000,101
101740,101050,537500,100
101741,80700,176000,100
101742,76000,300000,100
101743,93100,185000,100
101744,9250,275000,100
101745,39650,1290000,110
101746,87900,161000,100
101747,83750,499250,100
101748,58050,410000,101
101749,78100,350000,110
101750,129200,200000,130
101751,55450,570000,100
101752,159050,153000,100
101753,118550,173900,100
101754,47650,222000,100
101755,77350,210000,100
101756,105950,135000,130
101757,70050,165000,111
101758,42400,110000,100
101759,86300,290000,100
101760,243750,200000,100
101761,90850,400000,110
101762,89800,229500,100
101763,66050,255000,100
101764,129150,162000,101
101765,164850,260000,130
101766,69600,348500,100
101767,79500,1060000,101
101768,61850,200000,130
101769,102950,258000,100
101770,72400,220000,100
101771,85500,565000,120
101772,162750,197307,100
101773,55150,160000,120
101774,118750,180000,100
101775,97200,300000,110
101776,99150,315000,100
101777,92400,325000,100
